7
0,178.719274521,220.838129044,57.4454021454,188.073735714,276.031168461,93.5172190666,162.896519542,302.278432012,80.3957175016,134.384154648,309.207919151,79.5263034403
0,221.816122055,260.162107468,70.015253067,197.975832462,336.024270535,108.235199451,141.774651289,372.226314545,91.5130023956,111.598299325,452.477206588,92.1095277667
0,305.169801712,359.230550766,117.5877285,252.131893158,365.072468758,153.51210022,169.56387949,334.05836606,106.01054883,119.556696177,260.497567296,89.092422843
1,54.4461202621,47.5348806381,5.20954036713,115.381035089,96.4731218815,24.2521145344,169.804990232,118.841379344,48.9536346793,242.564439669,121.215939417,64.0186276585
1,20.627207756,19.9794416428,1.33714580536,55.5778305531,50.5832521915,8.14911007881,97.3073146939,76.9346023202,25.5935745835,144.830558285,93.0998743027,40.2685466856
1,92.8000497818,91.0526666641,19.1027727127,144.004184961,141.42766118,48.3570072651,168.662258804,170.921452701,64.5736421943,160.969157264,156.066740379,74.5273398608
2,164.288742065,197.332141876,52.2727775574,197.149612904,270.560216427,88.7522406578,225.825696707,344.955804825,100.558910608,232.24254021,270.628001958,130.467268497
2,216.072504044,240.322599411,46.8974285126,394.618005276,473.963718891,98.8371367455,630.308980107,870.794793963,182.920936465,815.612600476,1305.05342993,391.730059952
2,202.783040047,269.182084084,70.6923341751,239.350099802,350.521690607,108.950579882,263.980583847,385.825365484,126.606110752,219.008507892,262.913370892,152.427358195
2,219.890224457,361.769306183,76.0412483215,322.024399757,589.120453835,136.98870182,425.853441358,825.685554147,199.217638612,435.960542977,859.47958678,308.888170063
6,79.5363121033,88.9876670837,17.2659606934,146.616540909,165.819278717,38.1206970215,241.070147872,269.955659747,73.6893357038,324.4414891,341.770675659,136.766409457
6,104.983665466,110.854682922,20.4321632385,205.684677124,210.425294876,46.2501382828,358.456861138,372.798601985,90.3607007265,456.110322624,527.624289781,193.384193629
3,307.506861687,617.835238457,187.677802086,255.756598234,573.604431868,191.736491919,199.806824386,401.724536121,142.285793006,124.024738178,159.222150728,106.481671974
3,333.470643044,347.307156563,141.415612221,357.053701162,351.804963827,163.607360601,394.430265605,343.778901041,146.082126796,365.109066352,291.154698774,185.892513022
4,42.4930200577,60.6022996902,11.8238916397,54.3699042797,59.2216870785,25.8328864574,45.7247841954,33.3855493665,22.5182891488,34.8049790114,18.1739662141,16.1853029579
4,18.5798177719,30.853556633,2.43088436127,41.4496700764,61.5775892735,11.3330080509,51.5440860391,61.3337627053,25.334772408,41.878758058,35.2609994262,21.277937457
4,18.7701234818,19.1270647049,2.48515033722,38.7869865894,33.8279840946,9.70533394814,52.4699506164,32.0892342925,16.8153771758,50.2387511283,20.4488378316,18.1760535985
5,285.458111763,23.5960016251,9.9170999527,415.966641665,34.2211172581,29.8623898029,366.288394272,36.5092454553,38.2418916821,251.912424102,31.170985356,37.1144126803
5,11.6311454773,3.60478591919,2.84126663208,9.06997251511,1.88842439651,2.30005693436,5.61354219913,0.917809605598,1.06559383869,4.16194272041,0.555798947811,0.606617391109
5,20.3153486252,4.43527507782,1.06637096405,48.5289356709,8.31618332863,3.25551342964,74.4468955398,10.4849070907,7.74500340223,50.36902605,13.8959169835,9.18780241907
5,22.6619825363,5.84571361542,4.25537776947,26.2054178715,3.54336190224,2.85083031654,24.480822742,2.66422742605,2.52647465467,17.7637570053,2.01871980727,2.35611654818
5,15.326423645,2.78229904175,0.929153442383,24.6202192307,4.15278434753,2.16400432587,37.6891261339,4.94943201542,3.04129946232,54.2228886485,5.15299922228,3.35086554289
